Datetime,Predicted,Prob_COIL_LEAKAGE,Prob_OA_BIAS_NEGATIVE,Prob_OA_BIAS_POSITIVE,Prob_OA_DMPR_STUCK,Prob_SA_BIAS_NEGATIVE,Prob_SA_BIAS_POSITIVE,Prob_Unfaulted
2018-05-18 00:24:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138938,0.17707899,0.0044523003
2018-05-18 00:25:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138938,0.17707899,0.0044523003
2018-05-18 00:26:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138937,0.17707899,0.0044523026
2018-05-18 00:27:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138937,0.17707899,0.0044523026
2018-05-18 00:28:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138938,0.17707899,0.0044523044
2018-05-18 00:29:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146337,0.14138938,0.177079,0.004452305
2018-05-18 00:30:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.25529772,0.14146337,0.14138938,0.177079,0.0044523072
2018-05-18 00:31:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146338,0.14138938,0.17707902,0.0044523072
2018-05-18 00:32:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138937,0.17707899,0.004452311
2018-05-18 00:33:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138938,0.17707899,0.004452311
2018-05-18 00:34:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146338,0.1413894,0.17707902,0.0044523133
2018-05-18 00:35:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.14146337,0.14138937,0.17707899,0.004452313
2018-05-18 00:36:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146338,0.14138938,0.17707902,0.0044523156
2018-05-18 00:37:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146338,0.14138938,0.17707902,0.004452318
2018-05-18 00:38:00,OA_BIAS_POSITIVE,0.14177643,0.1385418,0.25529772,0.14146338,0.14138938,0.17707902,0.004452318
2018-05-18 00:39:00,OA_BIAS_POSITIVE,0.14177641,0.1385418,0.2552977,0.1414634,0.14138937,0.177079,0.00445232
