Datetime,Predicted,Prob_COIL_LEAKAGE,Prob_OA_BIAS_NEGATIVE,Prob_OA_BIAS_POSITIVE,Prob_OA_DMPR_STUCK,Prob_SA_BIAS_NEGATIVE,Prob_SA_BIAS_POSITIVE,Prob_Unfaulted
2018-08-03 12:24:00,Unfaulted,4.0282683e-07,6.475175e-05,0.00012325538,5.064168e-05,0.0008274075,3.7853685e-08,0.9989335
2018-08-03 12:25:00,Unfaulted,4.028299e-07,6.475194e-05,0.00012325445,5.064115e-05,0.00082741305,3.7853614e-08,0.9989335
2018-08-03 12:26:00,Unfaulted,4.0283336e-07,6.475236e-05,0.0001232535,5.0640618e-05,0.0008274189,3.7853685e-08,0.9989335
2018-08-03 12:27:00,Unfaulted,4.0283606e-07,6.475261e-05,0.00012325232,5.064004e-05,0.00082742365,3.7853614e-08,0.9989335
2018-08-03 12:28:00,Unfaulted,4.0283953e-07,6.475298e-05,0.00012325139,5.0639555e-05,0.00082742993,3.7853685e-08,0.9989335
2018-08-03 12:29:00,Unfaulted,4.0284218e-07,6.475329e-05,0.00012325044,5.0639024e-05,0.00082743587,3.7853614e-08,0.9989335
2018-08-03 12:30:00,Unfaulted,4.0284527e-07,6.47536e-05,0.00012324938,5.0638493e-05,0.0008274414,3.7853614e-08,0.9989335
2018-08-03 12:31:00,Unfaulted,4.0284834e-07,6.475397e-05,0.00012324833,5.0637962e-05,0.00082744734,3.7853614e-08,0.9989335
2018-08-03 12:32:00,Unfaulted,4.0285218e-07,6.475422e-05,0.00012324729,5.063738e-05,0.00082745287,3.785354e-08,0.9989335
2018-08-03 12:33:00,Unfaulted,4.0285448e-07,6.475459e-05,0.00012324634,5.0636896e-05,0.0008274588,3.785354e-08,0.9989335
2018-08-03 12:34:00,Unfaulted,4.0285758e-07,6.475484e-05,0.00012324516,5.0636274e-05,0.0008274639,3.785354e-08,0.9989335
2018-08-03 12:35:00,Unfaulted,4.0286142e-07,6.475514e-05,0.0001232441,5.0635743e-05,0.00082747027,3.785354e-08,0.9989335
2018-08-03 12:36:00,Unfaulted,4.028645e-07,6.475551e-05,0.00012324304,5.063516e-05,0.0008274769,3.7853468e-08,0.9989335
2018-08-03 12:37:00,Unfaulted,4.028683e-07,6.4755826e-05,0.00012324174,5.063453e-05,0.00082748284,3.7853397e-08,0.9989335
2018-08-03 12:38:00,Unfaulted,4.0287216e-07,6.47562e-05,0.0001232407,5.0633953e-05,0.00082748954,3.7853397e-08,0.9989335
2018-08-03 12:39:00,Unfaulted,4.0287523e-07,6.47565e-05,0.0001232394,5.0633327e-05,0.0008274959,3.7853397e-08,0.9989335
2018-08-03 12:40:00,Unfaulted,4.028787e-07,6.4756816e-05,0.00012323799,5.063265e-05,0.00082750176,3.7853255e-08,0.9989335
