Datetime,Predicted,Prob_OA_BIAS_NEGATIVE,Prob_OA_BIAS_POSITIVE,Prob_SA_BIAS_NEGATIVE,Prob_SA_BIAS_POSITIVE,Prob_Unfaulted
2018-03-02 12:24:00,SA_BIAS_NEGATIVE,0.007928085,0.0144417435,0.9608585,0.00041016645,0.016361447
2018-03-02 12:25:00,SA_BIAS_NEGATIVE,0.007928096,0.014441757,0.9608585,0.00041016663,0.016361447
2018-03-02 12:26:00,SA_BIAS_NEGATIVE,0.0079280995,0.014441771,0.9608585,0.00041016663,0.016361447
2018-03-02 12:27:00,SA_BIAS_NEGATIVE,0.007928107,0.014441778,0.9608585,0.00041016703,0.016361455
2018-03-02 12:28:00,SA_BIAS_NEGATIVE,0.007928111,0.014441785,0.9608585,0.00041016703,0.016361455
2018-03-02 12:29:00,SA_BIAS_NEGATIVE,0.007928111,0.014441785,0.9608585,0.00041016703,0.016361447
2018-03-02 12:30:00,SA_BIAS_NEGATIVE,0.007928111,0.014441792,0.9608585,0.00041016724,0.016361455
2018-03-02 12:31:00,SA_BIAS_NEGATIVE,0.007928114,0.014441792,0.9608585,0.0004101674,0.016361464
2018-03-02 12:32:00,SA_BIAS_NEGATIVE,0.007928114,0.014441792,0.9608585,0.0004101674,0.016361464
2018-03-02 12:33:00,SA_BIAS_NEGATIVE,0.007928111,0.014441785,0.9608585,0.00041016762,0.016361471
2018-03-02 12:34:00,SA_BIAS_NEGATIVE,0.007928111,0.014441785,0.9608585,0.00041016782,0.016361486
2018-03-02 12:35:00,SA_BIAS_NEGATIVE,0.007928111,0.014441785,0.9608585,0.00041016782,0.016361486
2018-03-02 12:36:00,SA_BIAS_NEGATIVE,0.007928107,0.014441778,0.9608585,0.00041016782,0.016361494
2018-03-02 12:37:00,SA_BIAS_NEGATIVE,0.007928103,0.014441771,0.9608585,0.00041016782,0.016361501
2018-03-02 12:38:00,SA_BIAS_NEGATIVE,0.0079280995,0.014441771,0.9608585,0.00041016802,0.016361518
2018-03-02 12:39:00,SA_BIAS_NEGATIVE,0.007928092,0.014441751,0.9608585,0.00041016802,0.016361525
2018-03-02 12:40:00,SA_BIAS_NEGATIVE,0.007928085,0.0144417435,0.9608585,0.00041016782,0.016361533
2018-03-02 12:41:00,SA_BIAS_NEGATIVE,0.007928081,0.014441737,0.9608585,0.0004101682,0.01636155
2018-03-02 12:42:00,SA_BIAS_NEGATIVE,0.0079280725,0.0144417165,0.9608585,0.00041016782,0.016361557
2018-03-02 12:43:00,SA_BIAS_NEGATIVE,0.007928069,0.014441709,0.9608585,0.0004101682,0.016361572
2018-03-02 12:44:00,SA_BIAS_NEGATIVE,0.007928062,0.014441695,0.9608585,0.00041016802,0.01636158
2018-03-02 12:45:00,SA_BIAS_NEGATIVE,0.007928053,0.014441687,0.9608584,0.00041016797,0.016361594
2018-03-02 12:46:00,SA_BIAS_NEGATIVE,0.007928043,0.014441668,0.9608585,0.00041016782,0.016361604
2018-03-02 12:47:00,SA_BIAS_NEGATIVE,0.0079280315,0.014441648,0.9608585,0.00041016782,0.016361618
2018-03-02 12:48:00,SA_BIAS_NEGATIVE,0.007928028,0.01444164,0.9608585,0.00041016782,0.016361635
2018-03-02 12:49:00,SA_BIAS_NEGATIVE,0.007928019,0.014441626,0.9608585,0.00041016782,0.01636165
2018-03-02 12:50:00,SA_BIAS_NEGATIVE,0.007928009,0.014441606,0.9608585,0.00041016782,0.016361658
2018-03-02 12:51:00,SA_BIAS_NEGATIVE,0.007927997,0.014441592,0.9608585,0.00041016762,0.016361682
2018-03-02 12:52:00,SA_BIAS_NEGATIVE,0.0079279905,0.014441571,0.9608585,0.00041016762,0.01636169
2018-03-02 12:53:00,SA_BIAS_NEGATIVE,0.007927979,0.014441553,0.96085864,0.00041016747,0.016361708
2018-03-02 12:54:00,SA_BIAS_NEGATIVE,0.007927964,0.014441532,0.96085864,0.00041016747,0.016361723
2018-03-02 12:55:00,SA_BIAS_NEGATIVE,0.007927956,0.014441518,0.96085864,0.00041016727,0.016361738
2018-03-02 12:56:00,SA_BIAS_NEGATIVE,0.007927942,0.014441498,0.96085864,0.0004101671,0.016361747
2018-03-02 12:57:00,SA_BIAS_NEGATIVE,0.007927934,0.014441476,0.96085864,0.0004101671,0.01636177
2018-03-02 12:58:00,SA_BIAS_NEGATIVE,0.0079279225,0.014441457,0.9608587,0.00041016712,0.016361784
2018-03-02 12:59:00,SA_BIAS_NEGATIVE,0.007927912,0.014441444,0.9608587,0.00041016671,0.016361801
2018-03-02 13:00:00,SA_BIAS_NEGATIVE,0.007927896,0.014441416,0.9608587,0.00041016671,0.016361818
2018-03-02 13:01:00,SA_BIAS_NEGATIVE,0.007927736,0.014441144,0.96085894,0.00041016348,0.01636197
2018-03-02 13:02:00,SA_BIAS_NEGATIVE,0.007927554,0.014440839,0.9608593,0.00041016267,0.016362194
2018-03-02 13:03:00,SA_BIAS_NEGATIVE,0.007927349,0.014440499,0.9608596,0.00041016046,0.016362425
2018-03-02 13:04:00,SA_BIAS_NEGATIVE,0.007927153,0.014440166,0.96085984,0.0004101582,0.016362656
2018-03-02 13:05:00,SA_BIAS_NEGATIVE,0.0079269605,0.01443984,0.96086013,0.0004101556,0.01636287
2018-03-02 13:06:00,SA_BIAS_NEGATIVE,0.00792677,0.014439521,0.9608605,0.0004101526,0.01636308
2018-03-02 13:07:00,SA_BIAS_NEGATIVE,0.0079265945,0.014439215,0.9608607,0.00041014978,0.016363295
2018-03-02 13:08:00,SA_BIAS_NEGATIVE,0.007926418,0.014438917,0.960861,0.00041014716,0.016363494
2018-03-02 13:09:00,SA_BIAS_NEGATIVE,0.007926252,0.014438633,0.9608614,0.00041014422,0.016363688
2018-03-02 13:10:00,SA_BIAS_NEGATIVE,0.007926091,0.014438353,0.9608615,0.0004101417,0.016363868
2018-03-02 13:11:00,SA_BIAS_NEGATIVE,0.007925944,0.0144381,0.9608617,0.00041013924,0.01636406
2018-03-02 13:12:00,SA_BIAS_NEGATIVE,0.007925804,0.014437858,0.96086204,0.00041013706,0.016364222
2018-03-02 13:13:00,SA_BIAS_NEGATIVE,0.007925669,0.014437627,0.9608622,0.00041013496,0.01636438
2018-03-02 13:14:00,SA_BIAS_NEGATIVE,0.007925547,0.014437409,0.96086246,0.00041013293,0.016364533
2018-03-02 13:15:00,SA_BIAS_NEGATIVE,0.007925429,0.014437217,0.96086246,0.00041013115,0.016364682
2018-03-02 13:16:00,SA_BIAS_NEGATIVE,0.007925322,0.014437028,0.9608627,0.0004101293,0.016364811
2018-03-02 13:17:00,SA_BIAS_NEGATIVE,0.007925218,0.014436853,0.96086293,0.00041012783,0.016364941
2018-03-02 13:18:00,SA_BIAS_NEGATIVE,0.007925119,0.014436681,0.960863,0.0004101263,0.016365066
2018-03-02 13:19:00,SA_BIAS_NEGATIVE,0.007925024,0.01443652,0.96086323,0.00041012504,0.016365178
2018-03-02 13:20:00,SA_BIAS_NEGATIVE,0.007924933,0.014436361,0.96086323,0.00041012367,0.016365297
2018-03-02 13:21:00,SA_BIAS_NEGATIVE,0.007924836,0.014436191,0.96086335,0.00041012213,0.016365414
2018-03-02 13:22:00,SA_BIAS_NEGATIVE,0.007924732,0.014436009,0.9608636,0.0004101203,0.016365545
2018-03-02 13:23:00,SA_BIAS_NEGATIVE,0.00792462,0.014435818,0.96086377,0.0004101188,0.016365686
2018-03-02 13:24:00,SA_BIAS_NEGATIVE,0.007924493,0.014435602,0.960864,0.00041011657,0.016365848
2018-03-02 13:25:00,SA_BIAS_NEGATIVE,0.007924471,0.01443556,0.960864,0.0004101162,0.016365863
2018-03-02 13:26:00,SA_BIAS_NEGATIVE,0.007924456,0.014435533,0.960864,0.0004101162,0.016365886
2018-03-02 13:27:00,SA_BIAS_NEGATIVE,0.007924435,0.014435501,0.9608641,0.0004101158,0.016365912
2018-03-02 13:28:00,SA_BIAS_NEGATIVE,0.007924415,0.014435465,0.9608641,0.00041011546,0.016365927
2018-03-02 13:29:00,SA_BIAS_NEGATIVE,0.007924396,0.014435432,0.9608641,0.00041011506,0.01636595
2018-03-02 13:30:00,SA_BIAS_NEGATIVE,0.007924378,0.014435398,0.96086425,0.0004101149,0.01636597
2018-03-02 13:31:00,SA_BIAS_NEGATIVE,0.007924359,0.014435372,0.96086425,0.00041011453,0.016365984
2018-03-02 13:32:00,SA_BIAS_NEGATIVE,0.007924341,0.014435337,0.96086425,0.00041011433,0.016366009
2018-03-02 13:33:00,SA_BIAS_NEGATIVE,0.007924322,0.014435309,0.96086425,0.00041011395,0.016366022
2018-03-02 13:34:00,SA_BIAS_NEGATIVE,0.007924308,0.014435284,0.96086437,0.0004101136,0.01636604
2018-03-02 13:35:00,SA_BIAS_NEGATIVE,0.0079242885,0.014435249,0.96086437,0.0004101132,0.016366057
2018-03-02 13:36:00,SA_BIAS_NEGATIVE,0.007924277,0.014435236,0.96086437,0.0004101134,0.016366074
2018-03-02 13:37:00,SA_BIAS_NEGATIVE,0.007924262,0.014435208,0.96086437,0.0004101128,0.016366087
2018-03-02 13:38:00,SA_BIAS_NEGATIVE,0.0079242475,0.014435181,0.9608644,0.00041011244,0.016366104
2018-03-02 13:39:00,SA_BIAS_NEGATIVE,0.007924233,0.014435161,0.9608644,0.00041011244,0.01636612
2018-03-02 13:40:00,SA_BIAS_NEGATIVE,0.007924221,0.014435133,0.9608644,0.00041011226,0.016366135
2018-03-02 13:41:00,SA_BIAS_NEGATIVE,0.007924207,0.0144351125,0.9608644,0.00041011206,0.01636615
2018-03-02 13:42:00,SA_BIAS_NEGATIVE,0.007924194,0.0144350855,0.9608644,0.00041011165,0.016366167
2018-03-02 13:43:00,SA_BIAS_NEGATIVE,0.0079241805,0.014435067,0.96086454,0.0004101117,0.016366186
2018-03-02 13:44:00,SA_BIAS_NEGATIVE,0.007924165,0.014435045,0.96086454,0.00041011133,0.016366193
2018-03-02 13:45:00,SA_BIAS_NEGATIVE,0.007924154,0.014435018,0.96086454,0.00041011133,0.016366199
2018-03-02 13:46:00,SA_BIAS_NEGATIVE,0.007924142,0.014435004,0.96086454,0.00041011092,0.016366223
2018-03-02 13:47:00,SA_BIAS_NEGATIVE,0.007924127,0.014434977,0.96086454,0.00041011054,0.016366232
2018-03-02 13:48:00,SA_BIAS_NEGATIVE,0.007924118,0.014434958,0.96086466,0.0004101106,0.016366249
2018-03-02 13:49:00,SA_BIAS_NEGATIVE,0.007924105,0.0144349355,0.96086454,0.00041011034,0.016366262
2018-03-02 13:50:00,SA_BIAS_NEGATIVE,0.007924091,0.014434916,0.96086466,0.00041011,0.016366273
2018-03-02 13:51:00,SA_BIAS_NEGATIVE,0.007924083,0.014434901,0.96086454,0.00041011014,0.016366286
2018-03-02 13:52:00,SA_BIAS_NEGATIVE,0.007924072,0.014434882,0.96086466,0.00041010982,0.016366296
2018-03-02 13:53:00,SA_BIAS_NEGATIVE,0.00792406,0.014434862,0.96086466,0.0004101094,0.016366303
2018-03-02 13:54:00,SA_BIAS_NEGATIVE,0.007924046,0.014434843,0.9608648,0.00041010947,0.016366322
2018-03-02 13:55:00,SA_BIAS_NEGATIVE,0.007924039,0.014434823,0.9608648,0.0004101091,0.016366329
2018-03-02 13:56:00,SA_BIAS_NEGATIVE,0.007924024,0.014434802,0.9608648,0.0004101091,0.016366346
2018-03-02 13:57:00,SA_BIAS_NEGATIVE,0.007924017,0.01443478,0.9608648,0.00041010868,0.016366351
2018-03-02 13:58:00,SA_BIAS_NEGATIVE,0.007924004,0.014434765,0.96086466,0.00041010862,0.016366374
2018-03-02 13:59:00,SA_BIAS_NEGATIVE,0.007923992,0.014434745,0.96086466,0.00041010845,0.016366383
2018-03-02 14:00:00,SA_BIAS_NEGATIVE,0.007923986,0.014434733,0.9608648,0.00041010848,0.016366398
2018-03-02 14:01:00,SA_BIAS_NEGATIVE,0.007923871,0.0144345295,0.960865,0.00041010213,0.016366428
2018-03-02 14:02:00,SA_BIAS_NEGATIVE,0.007923793,0.014434381,0.9608652,0.0004100979,0.016366484
2018-03-02 14:03:00,SA_BIAS_NEGATIVE,0.0079237,0.01443421,0.9608653,0.00041009483,0.016366595
2018-03-02 14:04:00,SA_BIAS_NEGATIVE,0.007923599,0.014434035,0.96086556,0.0004100918,0.016366731
2018-03-02 14:05:00,SA_BIAS_NEGATIVE,0.007923506,0.014433858,0.9608657,0.00041008933,0.01636686
2018-03-02 14:06:00,SA_BIAS_NEGATIVE,0.0079234205,0.014433708,0.9608658,0.0004100876,0.016366987
2018-03-02 14:07:00,SA_BIAS_NEGATIVE,0.007923349,0.014433571,0.96086586,0.00041008528,0.016367089
2018-03-02 14:08:00,SA_BIAS_NEGATIVE,0.007923293,0.014433471,0.960866,0.00041008418,0.016367177
2018-03-02 14:09:00,SA_BIAS_NEGATIVE,0.007923249,0.0144333895,0.9608661,0.00041008304,0.01636725
2018-03-02 14:10:00,SA_BIAS_NEGATIVE,0.007923211,0.014433314,0.9608661,0.00041008188,0.016367296
2018-03-02 14:11:00,SA_BIAS_NEGATIVE,0.007923182,0.014433261,0.9608662,0.00041008074,0.016367337
2018-03-02 14:12:00,SA_BIAS_NEGATIVE,0.007923159,0.014433226,0.9608662,0.00041007996,0.016367352
2018-03-02 14:13:00,SA_BIAS_NEGATIVE,0.007923148,0.014433199,0.9608662,0.00041007937,0.016367376
2018-03-02 14:14:00,SA_BIAS_NEGATIVE,0.007923137,0.014433179,0.96086633,0.00041007844,0.016367387
2018-03-02 14:15:00,SA_BIAS_NEGATIVE,0.007923136,0.014433172,0.9608662,0.000410078,0.01636739
2018-03-02 14:16:00,SA_BIAS_NEGATIVE,0.007923134,0.014433173,0.96086633,0.00041007786,0.016367387
2018-03-02 14:17:00,SA_BIAS_NEGATIVE,0.00792313,0.014433166,0.96086633,0.00041007728,0.016367378
2018-03-02 14:18:00,SA_BIAS_NEGATIVE,0.007923137,0.014433166,0.96086633,0.00041007687,0.016367378
2018-03-02 14:19:00,SA_BIAS_NEGATIVE,0.007923137,0.014433173,0.96086633,0.0004100765,0.01636737
2018-03-02 14:20:00,SA_BIAS_NEGATIVE,0.007923137,0.014433173,0.96086633,0.00041007609,0.016367353
2018-03-02 14:21:00,SA_BIAS_NEGATIVE,0.007923145,0.014433179,0.96086633,0.0004100757,0.01636734
2018-03-02 14:22:00,SA_BIAS_NEGATIVE,0.007923149,0.0144331865,0.96086633,0.0004100755,0.016367331
2018-03-02 14:23:00,SA_BIAS_NEGATIVE,0.007923155,0.014433199,0.9608662,0.00041007527,0.016367314
2018-03-02 14:24:00,SA_BIAS_NEGATIVE,0.007923155,0.014433199,0.9608662,0.00041007486,0.016367305
2018-03-02 14:25:00,SA_BIAS_NEGATIVE,0.007923149,0.0144331865,0.96086633,0.00041007472,0.016367316
2018-03-02 14:26:00,SA_BIAS_NEGATIVE,0.007923137,0.014433166,0.96086633,0.00041007454,0.016367316
2018-03-02 14:27:00,SA_BIAS_NEGATIVE,0.00792313,0.014433159,0.96086633,0.00041007454,0.016367331
2018-03-02 14:28:00,SA_BIAS_NEGATIVE,0.0079231225,0.014433138,0.96086633,0.00041007434,0.01636734
2018-03-02 14:29:00,SA_BIAS_NEGATIVE,0.007923115,0.014433125,0.96086633,0.00041007414,0.016367353
2018-03-02 14:30:00,SA_BIAS_NEGATIVE,0.007923111,0.014433118,0.96086633,0.00041007414,0.016367363
2018-03-02 14:31:00,SA_BIAS_NEGATIVE,0.007923099,0.014433097,0.96086633,0.00041007393,0.016367363
2018-03-02 14:32:00,SA_BIAS_NEGATIVE,0.007923093,0.01443309,0.96086633,0.00041007414,0.016367378
2018-03-02 14:33:00,SA_BIAS_NEGATIVE,0.007923085,0.0144330785,0.96086645,0.000410074,0.016367389
2018-03-02 14:34:00,SA_BIAS_NEGATIVE,0.0079230815,0.014433071,0.96086645,0.000410074,0.016367402
2018-03-02 14:35:00,SA_BIAS_NEGATIVE,0.00792307,0.0144330505,0.96086645,0.0004100738,0.016367402
2018-03-02 14:36:00,SA_BIAS_NEGATIVE,0.007923067,0.014433044,0.96086645,0.0004100738,0.016367411
2018-03-02 14:37:00,SA_BIAS_NEGATIVE,0.007923058,0.01443303,0.96086645,0.0004100734,0.016367419
2018-03-02 14:38:00,SA_BIAS_NEGATIVE,0.007923052,0.014433023,0.96086645,0.0004100736,0.016367428
2018-03-02 14:39:00,SA_BIAS_NEGATIVE,0.007923048,0.014433017,0.96086645,0.0004100738,0.016367441
2018-03-02 14:40:00,SA_BIAS_NEGATIVE,0.007923036,0.014432996,0.96086645,0.0004100732,0.016367435
2018-03-02 14:41:00,SA_BIAS_NEGATIVE,0.007923033,0.014432989,0.96086645,0.0004100734,0.01636745
2018-03-02 14:42:00,SA_BIAS_NEGATIVE,0.007923026,0.014432982,0.96086645,0.0004100732,0.016367465
2018-03-02 14:43:00,SA_BIAS_NEGATIVE,0.007923018,0.014432963,0.9608666,0.00041007306,0.016367467
2018-03-02 14:44:00,SA_BIAS_NEGATIVE,0.007923014,0.014432956,0.9608666,0.00041007306,0.016367484
2018-03-02 14:45:00,SA_BIAS_NEGATIVE,0.007923007,0.0144329425,0.9608666,0.00041007288,0.016367484
2018-03-02 14:46:00,SA_BIAS_NEGATIVE,0.007923003,0.014432935,0.9608666,0.00041007306,0.016367499
2018-03-02 14:47:00,SA_BIAS_NEGATIVE,0.007923,0.0144329285,0.9608666,0.00041007306,0.016367499
2018-03-02 14:48:00,SA_BIAS_NEGATIVE,0.007922992,0.014432915,0.9608666,0.00041007268,0.016367506
2018-03-02 14:49:00,SA_BIAS_NEGATIVE,0.007922985,0.0144329015,0.9608666,0.00041007268,0.016367516
2018-03-02 14:50:00,SA_BIAS_NEGATIVE,0.007922981,0.014432894,0.9608666,0.00041007268,0.016367523
2018-03-02 14:51:00,SA_BIAS_NEGATIVE,0.007922973,0.014432888,0.9608666,0.00041007268,0.01636753
2018-03-02 14:52:00,SA_BIAS_NEGATIVE,0.007922969,0.014432881,0.9608666,0.00041007268,0.016367545
2018-03-02 14:53:00,SA_BIAS_NEGATIVE,0.007922962,0.014432867,0.9608666,0.00041007268,0.016367545
2018-03-02 14:54:00,SA_BIAS_NEGATIVE,0.007922959,0.01443286,0.9608666,0.00041007268,0.016367553
2018-03-02 14:55:00,SA_BIAS_NEGATIVE,0.007922951,0.0144328475,0.96086663,0.0004100723,0.016367564
2018-03-02 14:56:00,SA_BIAS_NEGATIVE,0.007922947,0.01443284,0.96086663,0.0004100725,0.01636757
2018-03-02 14:57:00,SA_BIAS_NEGATIVE,0.007922944,0.0144328335,0.96086663,0.0004100725,0.016367577
2018-03-02 14:58:00,SA_BIAS_NEGATIVE,0.007922939,0.014432826,0.96086663,0.0004100725,0.016367586
2018-03-02 14:59:00,SA_BIAS_NEGATIVE,0.0079229325,0.01443282,0.96086663,0.0004100723,0.016367586
2018-03-02 15:00:00,SA_BIAS_NEGATIVE,0.007922929,0.014432813,0.96086663,0.0004100723,0.016367601
2018-03-02 15:01:00,SA_BIAS_NEGATIVE,0.007923025,0.014432987,0.96086633,0.00041007728,0.016367512
2018-03-02 15:02:00,SA_BIAS_NEGATIVE,0.007923039,0.014433021,0.96086633,0.00041007885,0.016367495
2018-03-02 15:03:00,SA_BIAS_NEGATIVE,0.007923103,0.0144331325,0.96086633,0.00041008,0.01636741
2018-03-02 15:04:00,SA_BIAS_NEGATIVE,0.007923174,0.014433261,0.9608662,0.00041008115,0.01636729
2018-03-02 15:05:00,SA_BIAS_NEGATIVE,0.007923253,0.014433396,0.9608661,0.00041008226,0.016367164
