Datetime,Predicted,Prob_COIL_LEAKAGE,Prob_OA_BIAS_NEGATIVE,Prob_OA_BIAS_POSITIVE,Prob_OA_DMPR_STUCK,Prob_SA_BIAS_NEGATIVE,Prob_SA_BIAS_POSITIVE,Prob_Unfaulted
2018-01-30 00:00:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:01:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:02:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:04:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:05:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:07:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:12:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:17:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:19:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:21:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:22:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:28:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:30:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:37:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:50:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 00:52:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:03:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:04:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:06:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:07:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:09:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:15:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:19:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:21:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:25:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:44:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01-30 01:46:00,Unfaulted,0.0,0.0,0.0,0.0,0.0,0.0,1.0
